sentence	label
how many letters appear with the numbers 2 to 9 on a telephone dial 	5
what is d b cooper known for 	0
who was the star witness at the senate watergate hearings 	3
what diminutive american female gymnast stole the show at the 1984 olympics 	3
where can i get information and statistics on countries and nations 	4
how many movies has drew barrymore been in 	5
cnn is an acronym for what 	2
who founded the first aerodynamics laboratory in 1912 	3
what was the largest city in the world to declare martial law in 1989 	4
who is rocky 's and bullwinkle 's ever lost friend 	3
what caused the division between the anglicans and the vatican 	0
what is a film starring jude law 	1
what was the name of humphrey bogart 's club in casablanca 	3
what is a synonym for aspartame 	1
what father and son won the medal of honor 	3
what must be exceeded to produce a sonic boom 	1
what effect does a prism have on light 	0
why does tuberculosis afflict people 	0
how do i know if i am pregnant 	0
what are the current immigration laws in us 	0
what is a neurosurgeon 	0
what is the time it takes a typist to type a screenplay that is 100 	5
who replaced bert parks as the host of the miss america pageant 	3
what is the average age a horse lives 	5
what is a virtual ip address 	0
what is the origin of the midwest slang ` you 're darn tootin ' 	0
how do you identify prime numbers 	0
name a salt lake city newspaper 	1
how can you tell when figs are ripe 	0
what is the term for the side of the mountain that faces the prevailing winds 	1
what country will hit the year 2 first 	4
what is the origin of thank you notes 	0
where can i find information about bob barr representative from georgia 	4
what u s city 's skyline boasts the gateway arch 	4
what colorful sea 's region does greek legend say the amazons lived near 	4
what are manifest and latent function theories 	0
what is a fear of jealousy 	1
who betrayed norway to the nazis 	3
whose old london come on was `` buy my sweet lavender '' 	3
what future deer hunter portrayed annie hall 's neurotic brother duane 	3
what is the mean income of the top 10 top 5 and top 1 	5
what is plc 	0
what muhammad ali maneuver was george foreman the first victim of 	1
who was the girl in peter sellers 's soup 	3
on what date did rosa parks become a symbol of the civil rights movement for 	5
what format was vhs 's main competition 	1
who was the famous door to door brush salesman 	3
what british general surrendered to the colonial army at saratoga 	3
what do japanese school uniforms look like 	0
how many colored squares are there on a rubik 's cube 	5
what is usenet for the internet 	0
who portrayed fatman in the television show `` jake and the fatman '' 	3
what is humidity 	0
what is the medical term for cancer of the blood 	1
what is the first book of the old testament 	1
what are the historical trials following world war ii called 	1
who wrote the look of love after viewing ursula andress 	3
how do i check if my modem is v 9 compatible 	0
what is `` snoogans '' 	0
how did jayne mansfield die 	0
what year was the avery dennison company founded 	5
what comic strip sometimes features a mailman named beasley 	1
who makes chicken `` finger lickin '' good 	3
what company uses the unfamiliar faces of its celebrity spokespeople to promote the use of 	3
what desert country borders saudi arabia iraq and the persian gulf 	4
where was lincoln assassinated 	4
what is recruitment interview technique 	0
what is one of the languages of the sioux 	1
what is jane goodall famous for 	0
what are some colorful flowers that will bloom in the fall in new england 	1
what is the chemical reactivity of neon 	5
what is the origin of the word assassinate 	0
how many disks does each player have in a four handed game of crokinole 	5
how many were in attendance at the last supper 	5
what is `` chicago hope '' 	0
how many school districts are there in the united states 	5
what exactly is radiation 	0
how does rabies spread 	0
what two countries ' coastlines border the bay of biscay 	4
name a movie about the sioux indians starring kevin costner 	1
what room did w c fields keep his library in 	4
what war saw battles at parrot 's beak and black virgin 	1
who was damocles 	3
what two countries are linked by the brenner pass 	4
how far is yaroslavl from moscow 	5
when did the bounty mutiny take place 	5
what is a swatch 	0
what incident of 1933 did the german nazis use to justify emergency decrees imprisoning opponents 	1
what does 7847 5943 equal 	5
which of the following did not receive a 1983 `` outstanding mother award '' from 	3
what is toulmin logic 	0
what does a philatelist collect 	1
what were the ceremony traditions like during the elizabethian times 	1
what 's the abbreviation for limited partnership 	2
what was the name of betty boop 's dog 	1
what hockey team did wayne gretzky play for 	3
what u s city was named for st francis of assisi 	4
what is the current ticket fare from from cairo to barbados 	5
what is archimedes famous for 	0
what is the price for aaa 's liability auto insurance 	5
what is the leading pecan and peanut growing state 	4
how far can a man travel in outer space 	5
what countries have the highest ratio of university students 	4
when was the first american encyclopedia published 	5
who commanded the french forces at the battle of orleans 	3
what country did the ancient romans refer to as hibernia 	4
how often are brain cells replaced 	5
how do i find out what cities are in a certain area code 	0
what botanical marvel did nebuchadnezzar build 	4
what is britain 's possession on the chinese mainland 	4
what river runs through colorado kansas and oklahoma 	4
what does caliente mean in english 	0
what does the word camaro mean from the gm car the camaro 	0
what is the highest roman numeral 	0
how tall is kilamanjaro 	5
name a civil war battlefield 	4
what does hiv stand for 	2
why are so many umbrellas black 	0
what are the names of the tourist attractions in reims 	4
what soft drink tells us to `` go hawaiian '' 	1
how many people own pets 	5
who made a boat out of gopher wood 	3
why does a candle need a wick 	0
what film did louise fletcher win the best actress oscar for 	1
how much calcium should an adult female have daily 	5
what is the temperature for baking peachy oat muffins 	5
what was the top box office movie in april 1998 	1
